Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Royal Farms - Tesla Supercharger,25451 Lizzio Center Drive,,South Riding,VA,20152,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.913097,-77.486426,2024-07-01,164283,2025-02-12 00:16:32 UTC,P,,,2020-07-16,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,465 Maple Avenue,,Vienna,VA,22180,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.895145,-77.273766,2024-07-01,164284,2025-02-12 00:16:32 UTC,P,,,2020-07-16,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Target 1416 (Springfield, VA)",6600 Springfield Mall,,Springfield,VA,22150,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,38.77602,-77.172,2025-03-18,164537,2025-03-18 03:36:22 UTC,,,,2020-07-25,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Saul Centers,750 N Glebe Rd,,Arlington,VA,22203,,888-998-2546,E,,Public,24 hours daily,,,,,,11,,,Blink Network,https://blinkcharging.com,GPS,38.8794,-77.1146,2025-03-18,164780,2025-03-18 00:16:21 UTC,,,,2020-03-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,CAPITAL ONE WCP2-VCS-009,15010 Capital One Dr,-2nd Floor,Henrico,VA,23238,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.629514,-77.675371,2025-03-18,165204,2025-03-18 01:49:50 UTC,,,,2020-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAPITAL ONE KNL2-VCS-001,4871 Cox Road,,Glen Allen,VA,23060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.665943,-77.565636,2025-03-18,165205,2025-03-18 01:49:41 UTC,,,,2020-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Sheetz 622 (Sterling, VA)",45550 Dulles Plz,,Sterling,VA,20166,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.97793,-77.42589,2025-03-18,165516,2025-03-18 03:33:58 UTC,,,,2020-08-26,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Old Lee Hwy (Fairfax, VA)",3251 Old Lee Hwy,,Fairfax,VA,22030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.86169,-77.27574,2025-03-18,165517,2025-03-18 03:34:38 UTC,,,,2020-08-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Dulles Airport,44701 Propeller Ct,,Dulles,VA,20166,,855-885-9571,E,,Public,,,,,,,14,,,OpConnect,https://opconnect-ev.com,GPS,38.95225,-77.45464,2025-03-18,165592,2025-03-18 03:41:27 UTC,,,,2020-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ALTRIA CRT 1 LEFT,600 E Jackson St,"CRT Parking Deck, Level 5 , West",Richmond,VA,23219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.546659,-77.431968,2025-03-18,165816,2025-03-18 01:50:13 UTC,,,,2020-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Cascades Overlook,21453 Epicerie Plaza,,Sterling,VA,20164,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,39.023805,-77.395605,2025-03-18,166747,2025-03-18 03:25:42 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Belmont Chase Whole Foods,19800-19890 Belmont Chase Dr,,Ashburn,VA,20147,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,39.068071,-77.484603,2025-03-18,166748,2025-03-18 03:25:35 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Giant Food Ashburn Farm,43330 Junction Plaza,,Ashburn,VA,20147,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,39.036537,-77.501527,2025-03-18,166749,2025-03-18 03:25:05 UTC,,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 2295 - Richmond, VA",7901 Brook Road,,Richmond,VA,23227,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com,GPS,37.63222,-77.45814,2025-03-18,166857,2025-03-18 03:34:03 UTC,,,,2020-09-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,JBG - Central Place Office Tower - P4,1201 Wilson Boulevard,,Arlington,VA,22209,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.895418,-77.071232,2025-03-18,166890,2025-03-18 00:16:24 UTC,,,,2020-01-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,JBG - Central Place Office Tower - P5,1201 Wilson Boulevard,,Arlington,VA,22209,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.895331,-77.071225,2025-03-18,166891,2025-03-18 00:18:00 UTC,,,,2020-01-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Fenwyck Manor,1805 Kerwyck Pl,,Chesapeake,VA,23320,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,36.787583,-76.216407,2025-03-18,166969,2025-03-18 00:53:26 UTC,,,,2020-09-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,4040 WILSON SUB STATION 1,4040 Wilson Blvd,P2 ramp going to P3 left side,Arlington,VA,22203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.87941,-77.10874,2025-03-18,167046,2025-03-18 01:44:53 UTC,,,,2020-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Sheetz 491 - Zion Crossroads, VA",135 Market Street,,Zion Crossroads,VA,22942,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,37.97958,-78.21062,2025-03-18,167049,2025-03-18 03:34:13 UTC,,,,2020-09-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Virginia International Raceway,1025 Raceplex Dr,,Alton,VA,24520,,434-822-7700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,36.554029,-79.197694,2023-01-10,167117,2023-07-12 14:20:56 UTC,P,,,2020-09-14,,,,,J1772,US,,,,Public,,public,,,STADIUM,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Walmart 2805 Emporia,303 Market Drive,,Emporia,VA,28347,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,36.70684,-77.54609,2025-03-18,167146,2025-03-18 03:34:27 UTC,,,,2020-09-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Giant Food - Town and Country,35 Town and Country Dr,,Falmouth,VA,22405,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,38.309343,-77.427769,2025-03-18,167291,2025-03-18 03:25:01 UTC,,,,2020-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Rivanna Ridge Shopping Center,1900 Abbey Road,,Charlottesville,VA,22911,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,38.029908,-78.446139,2025-03-18,167292,2025-03-18 03:24:37 UTC,,,,2020-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 2438 - Stafford, VA",217 Garrisonville Rd,,Stafford,VA,23602,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com,GPS,38.47234,-77.41656,2025-03-18,167503,2025-03-18 03:32:45 UTC,,,,2020-10-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 5969 - Chantilly, VA",4368 Chantilly Shopping Center Chantilly,,Chantilly,VA,20151,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.88847,-77.44386,2025-03-18,167679,2025-03-18 03:36:21 UTC,,,,2020-10-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Sheetz 197 - Stephens City, VA",747 Fairfax Street,,Stephens City,VA,22655,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,39.08216,-78.21719,2025-03-18,167891,2025-03-18 03:35:18 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 1344 - Staunton, VA",1028 Richmond Ave C,,Staunton,VA,24401,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.13504,-79.04716,2025-03-18,167892,2025-03-18 03:33:58 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Marine Corps Community Services Quantico,4806 Russell Road,,Quantico,VA,22134,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,4,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,38.519762,-77.349428,2025-03-18,167949,2025-03-18 03:23:56 UTC,,,,2020-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Sheetz 407 (Wytheville, VA)",1340 North Fourth Street,,Wytheville,VA,24382,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,36.95963,-81.09526,2025-03-18,168007,2025-03-18 03:33:34 UTC,,,,2020-10-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,National Landing,2345 Crystal Drive,,Arlington,VA,22202,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,38.853063,-77.049073,2025-03-18,168286,2025-03-18 03:26:26 UTC,,,,2020-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WFA STATION 1,3245 S Main St,,Harrisonburg,VA,22801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.407515,-78.907563,2025-03-18,168334,2025-03-18 01:54:36 UTC,,,,2020-11-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CIRC STATION 2,507 Stuart Cir,,Richmond,VA,23220,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.552946,-77.45701,2025-03-18,168478,2025-03-18 01:53:54 UTC,,,,2020-11-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walmart 2647 - Woodstock, VA",461 W. Reservoir Road,,Woodstock,VA,22664,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.86963,-78.52963,2025-03-18,168490,2025-03-18 03:34:15 UTC,,,,2020-11-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Atlantic Bay Mortgage - Tesla Destination,596 Lynnhaven Parkway,,Virginia Beach,VA,23452,,877-798-3752,E,,Private,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.827524,-76.068665,2024-07-01,168590,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Best Western Plus Inn At Valley View - Tesla Destination,5050 Valley View Blvd NW,,Roanoke,VA,24012,,877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.309133,-79.97091,2024-07-01,168623,2025-02-12 00:16:32 UTC,P,,,2017-12-05,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,BMS Direct - Tesla Destination,37 Millrace Drive,,Lynchburg,VA,24502,,877-798-3752,E,,Private,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.370276,-79.236327,2024-07-01,168636,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Capital Results -Richmond - Tesla Destination,50 Pear Street,,Richmond,VA,23223,,877-798-3752,E,,Private,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.52728,-77.419603,2024-07-01,168660,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Captain George's Seafood Restaurant - Tesla Destination,1956 Laskin Rd,,Virginia Beach,VA,23454,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.847635,-76.035971,2024-07-01,168662,2025-02-12 00:16:32 UTC,P,,,2017-05-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Chippenham Hospital - Tesla Destination,7101 Jahnke Rd,,Richmond,VA,23225,,877-798-3752,E,,Private,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.513672,-77.525745,2024-07-01,168684,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Johnston Willis Hospital - Tesla Destination,1401 Johnston Willis Dr,,North Chesterfield,VA,23235,,877-798-3752,E,,Private,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.509237,-77.595294,2024-07-01,168898,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Peninsula Town Center - Tesla Destination,1600 Merchant Lane,,Hampton,VA,23666,,877-798-3752,E,,Public,,,,,,,24,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.045567,-76.393371,2024-07-01,169021,2025-02-12 00:16:32 UTC,P,,,2018-10-12,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Seraphic Group Inc. - Tesla Destination,4351 Seminole Trl,,Charlottesville,VA,22911,,877-798-3752,E,,Private,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.155346,-78.418269,2024-07-01,169097,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Springfield Executive Center - Tesla Destination,5501 Backlick Rd,,Springfield,VA,22151,,877-798-3752,E,,Private,,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.801928,-77.183414,2024-07-01,169122,2025-02-12 00:16:32 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Thatch Winery - Tesla Destination,1650 Harris Creek Rd,,Charlottesville,VA,22902,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.892855,-78.556809,2024-07-01,169165,2025-02-12 00:16:32 UTC,P,,,2019-10-04,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Discovery Square Apartments,13720 Atlantis St,,Herndon,VA,20121,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,38.9179052,-77.420465,2025-03-18,169361,2025-03-18 00:53:39 UTC,,,,2020-11-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Idylwood Plaza - Tesla Supercharger,7501 Leesburg Place,,Falls Church,VA,22043,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.902531,-77.203257,2024-07-01,169533,2025-02-12 00:16:32 UTC,P,,,2020-11-23,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,"Walmart 1773 - Newport News, VA",12401 Jefferson Ave.,,Newport News,VA,23602,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com,GPS,37.11959,-76.50742,2025-03-18,169947,2025-03-18 03:35:49 UTC,,,,2020-12-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Fairfax Old Town Hall,3999 University Drive,,Fairfax,VA,22030,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.8461467,-77.3051157,2025-03-18,170017,2025-03-18 00:56:22 UTC,,,,2020-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Fairfax City Hall,10455 Armstrong Street,,Fairfax,VA,22030,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.8407875,-77.3082469,2025-03-18,170018,2025-03-18 00:56:22 UTC,,,,2020-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Brughs Mill Country Store,345 Brughs Mill Rd,,Fincastle,VA,24090,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,37.45544,-79.83778,2025-03-18,170318,2025-03-18 03:33:35 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Simon Leesburg Premium Outlets (Leesburg, VA)",235 Fort Evans Road NE,,Leesburg,VA,20176,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,39.10904,-77.53838,2025-03-18,170321,2025-03-18 03:36:08 UTC,,,,2020-12-18,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Sheetz - Tesla Supercharger,151 Wagner Road,,Petersburg,VA,23805,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,37.190626,-77.366349,2024-07-01,170433,2025-02-12 00:16:32 UTC,P,,,2020-12-14,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,SHOPPESATCLGPRK SHOPPES # 3,1401 S Main St College Plaza Shopping Center,S.Main & Gilliam Between Buffalo Wild Wings and Walgreens,Farmville,VA,23901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.28648,-78.397282,2025-03-18,170469,2025-03-18 01:56:37 UTC,,,,2020-12-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SHOPPESATCLGPRK SHOPPES #2,1401 S Main St College Plaza Shopping Center,S.Main & Gilliam Between Buffalo Wild Wings and Walgreens,Farmville,VA,23901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.286485,-78.397337,2025-03-18,170470,2025-03-18 01:56:36 UTC,,,,2020-12-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAPITAL ONE TYSONS STATION2,1803 Capital One Dr.,,Tysons,VA,22102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.925564,-77.21275,2025-03-18,170511,2025-03-18 01:50:01 UTC,,,,2020-12-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,842 Merrimac Trail,,Williamsburg,VA,23185,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,37.266316,-76.676871,2024-07-01,170523,2025-02-12 00:16:32 UTC,P,,,2020-12-21,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,"Downtown Parking Lot - Woodstock, VA",118 S Church St,,Woodstock,VA,22664,,540-459-3621,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.881153,-78.504715,2024-11-06,170567,2025-02-12 00:16:32 UTC,P,,,2020-12-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,Regatta Point YC,137 Neptune Lane,,Deltaville,VA,23043,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,37.5595246,-76.3123021,2025-03-18,170671,2025-03-18 00:56:29 UTC,,,,2020-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.90-$1.75/Hr Variable Parking Fee, $0.20/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false,
ELEC,INN RICHMOND STATION 3,5406 Glenside Dr,Side entrance,Richmond,VA,23228,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.610513,-77.516046,2025-03-18,170686,2025-03-18 01:49:43 UTC,,,,2020-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,INN RICHMOND STATION 1,5416 Glenside Dr,,Richmond,VA,23228,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.610584,-77.516023,2025-03-18,170687,2025-03-18 01:47:37 UTC,,,,2020-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
